,Id,Retweets#,Favorites#,Mentions#,SenderId,SenderAccountYears,SenderFavorites#,SenderFollowings#,SenderFollowers#,SenderStatues#,Words#,TWords#,UWords#,SlangWords#,AvgWordLength,IsCyberbullying_encode
4142,1158431034805039104,0.0,0,1,1143630350360465408,0,888,28,0.0,84,7,0,0,0,6.0,0
4144,1158434216037818368,12.0,20,0,1106240531770818560,0,1265,76,12.0,1110,4,1,0,0,4.0,0
4145,1158434790011523072,0.0,5,0,1098285478867058688,0,3068,958,0.0,2496,8,1,0,1,4.0,0
4146,1158434796428824576,0.0,0,0,1131275332127002624,0,1,47,0.0,21,6,0,0,0,4.0,0
4147,1158434798827921408,0.0,0,0,1158156498301804544,0,5,3,0.0,20,2,0,0,0,8.0,0
4149,1158434799536791552,0.0,0,1,1158379213348622336,0,7,24,0.0,8,1,1,0,0,12.0,0
4150,1158434801088651264,0.0,0,0,1140854490670743552,0,1098,66,0.0,246,9,0,0,0,4.0,0
4151,1158434804582551552,0.0,0,0,1097581867757375488,0,517,89,0.0,208,6,1,0,0,8.0,0
4152,1158436903814930432,18.0,12,8,1105096486357008384,0,50,38,18.0,105,18,14,1,0,7.0,0
4153,1158437601487011840,11.0,12,0,1156995274172182528,0,80,68,11.0,409,3,1,0,0,12.0,0
4156,1158438580114612224,0.0,0,0,1158401454895443968,0,2,0,0.0,5,4,0,0,0,8.0,0
4157,1158438580391464960,0.0,0,2,1151796783426789376,0,1269,97,0.0,312,4,1,0,0,6.0,0
4158,1158438580638928896,0.0,0,1,1142740787383455744,0,13371,717,0.0,570,2,1,0,0,4.0,0
4159,1158438584413765632,0.0,0,1,1106960402120884224,0,1038,93,0.0,194,3,1,0,0,9.0,0
4161,1158440925699485696,1.0,283,0,1128697145970786304,0,57345,398,1.0,2666,4,0,0,0,6.0,0
4162,1158442050892812288,1.0,0,0,1151252548206190592,0,712,63,1.0,81,3,3,0,0,11.0,0
4163,1158453672222908416,0.0,1,0,1078030559161532416,0,598,828,0.0,1838,16,1,0,1,4.0,0
4164,1158483866039881728,0.0,0,1,1148926420393091072,0,16750,1060,0.0,655,4,0,0,1,4.0,1
4165,1158483877230460928,0.0,0,2,1136506265155309568,0,6044,788,0.0,2061,4,1,0,1,4.0,1
4167,1158529141974732800,0.0,0,1,1142721920170909696,0,1445,1708,0.0,1079,2,1,0,1,5.0,1
4168,1158532895935520768,0.0,0,1,1147548623019921408,0,1778,70,0.0,289,4,1,0,1,4.0,1
4170,1158535189909426176,1.0,9,0,1108065120947716096,0,749,436,1.0,193,17,1,0,1,5.0,1
4171,1158536654921043968,0.0,0,0,1084171036977967104,0,1215,89,0.0,917,5,1,0,1,3.0,0
4173,1158540506202349568,0.0,5,0,1099393765138149376,0,818,791,0.0,140,5,1,0,1,5.0,0
4174,1158551683959578624,0.0,1,1,1155627305659699200,0,69,164,0.0,15,4,1,0,2,5.0,1
4175,1158551694386585600,0.0,0,0,1154081461970132992,0,6151,646,0.0,472,6,1,0,1,3.0,0
4177,1158562966700269568,0.0,0,0,1139319557385068544,0,49,43,0.0,129,14,6,0,1,5.0,0
4178,1158574424871919616,0.0,0,1,1104430428436480000,0,11011,1489,0.0,1002,16,1,0,1,5.0,1
4179,1158581976934359040,0.0,0,0,1154186371877220352,0,0,0,0.0,161,19,3,1,2,5.0,0
4180,1158582016532783104,0.0,0,1,1135881565588852736,0,318,150,0.0,29,9,1,0,2,7.0,1
4181,1158593287411982336,0.0,0,1,1107268497850142720,0,350,343,0.0,188,33,5,0,1,5.0,1
4182,1158623552775610368,1.0,1,0,1156953597621542912,0,7,12,1.0,14,38,5,0,4,5.0,1
4183,1158625431026843648,1.0,17,0,1153323902065610752,0,1082,562,1.0,104,9,1,0,1,5.0,0
4184,1158634870538735616,0.0,0,0,1090340176369512448,0,41846,494,0.0,15292,40,2,0,1,6.0,1
4186,1158661288421142528,0.0,0,1,1103315004512714752,0,4144,235,0.0,626,9,1,0,1,6.0,1
4188,1158683945573199872,0.0,0,1,1114238438650384384,0,2364,362,0.0,2728,27,2,0,2,6.0,1
4189,1158683946839891968,0.0,0,0,1141328693975011328,0,1842,126,0.0,700,4,2,0,0,9.0,0
4190,1158687710216884224,0.0,0,1,1139502693507108864,0,38,21,0.0,42,27,3,1,2,5.0,1
4191,1158693669228163072,7.0,9,0,1155058966650654720,0,8,0,7.0,23,27,18,1,2,5.0,1
4192,1158695256231174144,0.0,0,0,1158142916226891776,0,5,4,0.0,6,8,2,0,1,6.0,1
4193,1158695265118937088,0.0,1,1,1145020716124909568,0,2280,100,0.0,1656,6,1,0,1,4.0,1
4194,1158695275550191616,0.0,0,0,1156618048297742336,0,47,27,0.0,19,6,4,0,2,6.0,1
4195,1158699050859999232,0.0,1,1,1120437258254016512,0,19938,611,0.0,9691,5,1,0,1,5.0,1
4196,1158710351837487104,0.0,1,0,1158701111253053440,0,1,0,0.0,1,2,2,0,1,6.0,1
4197,1158714144138379264,0.0,0,1,1118779358473277440,0,936,98,0.0,99,11,2,0,1,5.0,1
4200,1158734895121936384,0.0,0,0,1081067152915001344,0,2775,76,0.0,1005,13,1,0,2,5.0,1
4201,1158735134079762432,0.0,0,0,1158657420274610176,0,3,0,0.0,9,5,0,0,1,7.0,1
4202,1158736690795536384,0.0,0,0,1100484683916328960,0,10,10,0.0,1,7,2,0,1,7.0,1
4203,1158736928059138048,0.0,0,1,1155365478015127552,0,133,11,0.0,155,5,1,0,1,4.0,1
4204,1158738384249995264,7.0,5,0,1157276427626176512,0,3,15,7.0,2,35,31,6,2,5.0,1
4205,1158739183071924224,0.0,0,1,1086565486253522944,0,724,861,0.0,1555,15,1,0,0,5.0,1
4206,1158739199534616576,0.0,0,2,1148294379204947968,0,624,342,0.0,54,11,3,1,1,6.0,0
4207,1158739342778482688,0.0,0,1,1143597527687684096,0,3133,346,0.0,2282,4,0,0,1,5.0,1
4208,1158739550379761664,0.0,0,0,1136399941771890688,0,18,42,0.0,204,26,1,0,1,5.0,1
4209,1158739881637502976,0.0,0,0,1148128968274526208,0,556,351,0.0,61,22,1,0,1,5.0,0
4210,1158748066075332608,0.0,1,0,1108670360222867456,0,8833,201,0.0,437,10,3,0,1,7.0,0
4211,1158755669488672768,0.0,0,0,1157661709349396480,0,30,49,0.0,8,6,1,0,1,5.0,0
4212,1158759424418287616,0.0,0,0,1153544867152310272,0,0,0,0.0,250,20,2,0,0,6.0,0
4213,1158774531869290496,0.0,0,0,1080540795437019136,0,1546,253,0.0,986,12,1,0,1,5.0,1
4214,1158783938632065024,2.0,22,0,1135500933905952768,0,3967,518,2.0,1770,36,9,0,1,6.0,1
4216,1158793408812597248,0.0,0,0,1078550655319576576,0,9260,67,0.0,298,34,2,0,1,7.0,1
4217,1158812291887960064,0.0,0,0,1085622727959027712,0,4196,136,0.0,3183,18,1,0,1,5.0,1
4218,1158816057127264256,0.0,1,0,1096141075893366784,0,2400,61,0.0,552,12,1,0,1,5.0,1
4219,1158819844109811712,0.0,0,1,1115718588856324096,0,3104,161,0.0,194,5,1,0,1,4.0,1
4220,1158823613207863296,0.0,1,0,1146660489923051520,0,272,445,0.0,221,8,1,0,1,4.0,1
4222,1158842482186211328,0.0,0,0,1133134732961746944,0,2939,403,0.0,1349,6,1,0,1,5.0,0
4223,1158891550853804032,0.0,0,0,1138231287888715776,0,0,0,0.0,99,31,24,1,6,5.0,1
4224,1158891564216868864,0.0,4,0,1151231507681427456,0,16193,111,0.0,1240,10,0,0,0,6.0,1
4225,1158891566318182400,0.0,0,0,1081617126446845952,0,3645,361,0.0,1076,6,0,0,1,3.0,0
4226,1158895258157105152,0.0,0,0,1088965434576199680,0,490,122,0.0,127,4,1,0,0,6.0,1
4227,1158899052836245504,0.0,0,1,1088138061169475584,0,9791,184,0.0,1623,3,0,0,1,4.0,1
4228,1158902759850205184,0.0,0,1,1110185997076180992,0,5946,87,0.0,733,11,1,0,1,4.0,1
4229,1158906630815264768,0.0,0,0,1152684822046892032,0,0,12,0.0,7,29,19,3,2,5.0,1
4230,1158910360650473472,0.0,0,1,1158150382696239104,0,75,50,0.0,194,6,0,0,1,5.0,1
4231,1158910381445865472,0.0,0,0,1158898041933488128,0,1,11,0.0,3,6,1,0,1,6.0,0
4232,1158910394930479104,0.0,0,1,1158031307823300608,0,75,15,0.0,217,7,0,0,1,6.0,0
4233,1158910440480608256,0.0,0,1,1158150382696239104,0,75,50,0.0,194,9,0,0,1,7.0,1
4234,1158914166587101184,0.0,0,0,1132687704586674176,0,484,67,0.0,186,12,2,0,1,6.0,1
4235,1158914194860888064,0.0,0,1,1151565377920483328,0,149,34,0.0,89,10,2,0,1,5.0,1
4236,1158917836263366656,0.0,0,0,1085264365333463040,0,82,35,0.0,87,45,1,0,4,4.0,1
4237,1158921570582241280,0.0,0,1,1136753360458190848,0,16245,980,0.0,1472,8,1,0,1,7.0,0
4238,1158921686034657280,0.0,0,1,1129132042174763008,0,2543,193,0.0,517,4,1,0,1,2.0,1
4239,1158925329576202240,0.0,4,0,1089049007274504192,0,4726,51,0.0,255,10,0,0,1,5.0,1
4240,1158925423537008640,0.0,0,0,1094917586729558016,0,27933,1069,0.0,997,12,1,0,0,5.0,1
4241,1158929144564125696,0.0,0,0,1154867544030875648,0,1046,90,0.0,265,12,1,0,2,6.0,0
4242,1158940534741897216,0.0,0,0,1131997724411346944,0,17422,274,0.0,6,9,1,0,1,6.0,1
4243,1158959501715955712,0.0,0,1,1156226684749791232,0,551,226,0.0,373,14,2,0,0,5.0,0
4244,1158970823379755008,0.0,0,1,1085183335838687232,0,296,589,0.0,529,37,2,0,2,6.0,1
4245,1158987111267274752,1.0,53,0,1124149077057388544,0,8615,1649,1.0,322,7,3,0,2,6.0,1
4246,1158989659038539776,1.0,1,0,1155173905520320512,0,6,12,1.0,14,39,8,0,4,4.0,1
4247,1159046314140884992,0.0,2,0,1091265320780791808,0,42760,451,0.0,166,17,0,0,1,5.0,0
4248,1159053884750540800,0.0,0,1,1091265320780791808,0,42760,451,0.0,166,14,0,0,1,6.0,1
4249,1159057644625244160,0.0,8,0,1152860079831601152,0,6532,1275,0.0,248,6,1,0,1,4.0,1
4250,1159057661134028800,0.0,0,1,1111030168104124416,0,439,371,0.0,316,14,1,1,1,5.0,1
4251,1159057941179359232,10.0,23,0,1134954898347499520,0,77,46,10.0,150,37,8,0,4,5.0,1
4252,1159076532100456448,0.0,0,0,1151818828818649088,0,145,20,0.0,22,12,11,0,2,5.0,0
4253,1159087853198032896,0.0,0,2,1108445536569438208,0,3420,122,0.0,333,2,1,0,0,3.0,1
4254,1159099176694812672,0.0,0,1,1134059955353526272,0,531,1788,0.0,159,4,1,0,1,5.0,1
4255,1159099368219303936,12.0,183,0,1130465187771932672,0,1666,103,12.0,914,29,2,2,1,7.0,0
4256,1159102953158008832,0.0,0,9,1155927682699399168,0,122,143,0.0,48,6,1,0,2,3.0,1
4257,1159104885390020608,18.0,330,0,1084521281565978624,0,61460,727,18.0,12251,41,2,2,1,5.0,0
4258,1159106716971274240,0.0,0,0,1153549099146338304,0,0,0,0.0,298,22,3,0,1,6.0,1
4259,1159110483863060480,0.0,0,1,1150877581572476928,0,1139,141,0.0,83,5,1,0,1,5.0,1
4260,1159114259923644416,0.0,0,0,1153423114820362240,0,5,0,0.0,7,38,12,2,1,5.0,1
4261,1159118040186937344,0.0,0,0,1155101708466499584,0,726,55,0.0,14,9,1,0,1,6.0,0
4263,1159125592622751744,0.0,0,1,1136336493805527040,0,755,64,0.0,9,8,1,0,2,6.0,1
4264,1159125597693648896,0.0,0,6,1141043313845448704,0,6349,463,0.0,37,5,1,0,1,5.0,1
4265,1159144338154303488,1.0,2,0,1120082653162758144,0,5376,751,1.0,1247,9,1,0,2,8.0,1
4266,1159144472527216640,1.0,1,0,1158921923029590016,0,4,0,1.0,10,8,0,0,1,7.0,1
4267,1159152017178333184,1.0,1,0,1155022666568523776,0,17,12,1.0,32,36,15,2,4,5.0,1
4268,1159152034299428864,0.0,1,0,1155052387339558912,0,23554,1761,0.0,230,7,0,0,1,8.0,1
4269,1159155781532565504,1.0,1,0,1159003059953033216,0,5,0,1.0,9,7,0,0,1,9.0,1
4270,1159159572612784128,0.0,0,0,1081939374475018240,0,523,49,0.0,116,9,1,0,1,4.0,1
4271,1159170904213131264,0.0,0,0,1157014858396831744,0,23,10,0.0,8,10,1,0,1,6.0,0
4272,1159173187806085120,1.0,4,0,1120025355270721536,0,1249,137,1.0,672,9,0,0,1,7.0,1
4273,1159174665572667392,0.0,0,1,1107096215865487360,0,650,564,0.0,275,4,1,0,1,3.0,1
4274,1159178442652442624,0.0,0,1,1078333962999738368,0,321,65,0.0,197,8,3,1,2,5.0,1
4275,1159178453628985344,0.0,0,1,1079435297212039168,0,1072,61,0.0,141,4,0,0,1,5.0,1
4277,1159189783978991616,0.0,0,1,1081604048787292160,0,4939,407,0.0,937,3,1,0,1,7.0,0
4278,1159197332023521280,0.0,1,0,1087649799820771328,0,55110,141,0.0,6233,9,1,0,1,5.0,1
4279,1159201100727312384,0.0,0,0,1115649265462681600,0,1713,108,0.0,202,6,1,0,1,6.0,1
4280,1159208645953019904,0.0,3,0,1075125933026275328,0,12368,378,0.0,2417,16,1,0,1,5.0,0
4281,1159208654828183552,0.0,6,0,1098285478867058688,0,3068,958,0.0,2496,2,2,2,2,6.0,1
4282,1159208655838994432,0.0,0,1,1136761761422544896,0,1656,210,0.0,837,6,2,1,1,7.0,1
4284,1159261482670022656,0.0,0,0,1135093191433228288,0,143,17,0.0,102,19,2,0,1,5.0,1
4285,1159265242838392832,0.0,0,0,1152248247769063424,0,539,39,0.0,85,5,1,0,1,4.0,1
4286,1159269010627792896,0.0,0,0,1114510038603837440,0,7612,606,0.0,8321,22,2,0,1,5.0,1
4287,1159272789507022848,0.0,0,0,1142953671778611200,0,0,0,0.0,1469,35,5,1,2,6.0,1
4288,1159287813168357376,0.0,0,0,1153563959489966080,0,0,0,0.0,235,27,3,1,1,6.0,1
4289,1159287883720732672,0.0,0,0,1142906754268901376,0,0,0,0.0,1425,35,5,1,2,6.0,1
4290,1159295458201784320,0.0,0,1,1115234206039384064,0,36674,574,0.0,2075,2,1,0,1,4.0,1
4291,1159306650718744576,0.0,0,0,1135663158348193792,0,4759,1031,0.0,2798,15,1,0,2,6.0,1
4292,1159306676568240128,0.0,0,0,1153867652852527104,0,0,0,0.0,255,30,7,4,1,6.0,1
4293,1159310497705054208,0.0,0,0,1142974928905482240,0,88,46,0.0,54,25,9,2,1,8.0,1
4294,1159325669257555968,0.0,0,0,1117405486138236928,0,137,104,0.0,282,24,0,0,1,6.0,1
4295,1159333189938290688,0.0,0,0,1154721508532662272,0,0,0,0.0,179,12,0,0,0,5.0,0
4296,1159333192555520000,0.0,0,0,1154732500998115328,0,0,0,0.0,166,12,2,0,1,6.0,1
4297,1159344534981156864,0.0,0,0,1143861151928868864,0,41,3,0.0,103,19,5,3,2,7.0,1
4298,1159346867307765760,1.0,3,0,1110119727744077824,0,3591,130,1.0,160,8,1,0,1,6.0,1
4300,1159370955245969408,0.0,0,2,1157296201093582848,0,115,73,0.0,24,6,1,0,1,4.0,1
4301,1159370971989643264,0.0,0,0,1140537528296116224,0,653,813,0.0,157,11,1,0,1,6.0,1
4302,1159386071387582464,0.0,0,0,1148849755923058688,0,170,113,0.0,144,7,1,0,1,6.0,0
4303,1159389673623642112,1.0,1,0,1157007442326228992,0,11,25,1.0,23,18,6,3,3,5.0,1
4304,1159389836266102784,0.0,0,0,1155230903691632640,0,869,1763,0.0,557,18,18,18,2,4.0,1
4305,1159423818169028608,0.0,0,0,1093127022006685696,0,150,218,0.0,123,18,3,0,0,5.0,0
4306,1159454012426608640,0.0,0,0,1153556807434067968,0,0,0,0.0,277,35,10,0,0,5.0,1
4307,1159457796028583936,0.0,0,1,1128438238425833472,0,1145,45,0.0,74,4,1,0,2,5.0,1
4308,1159461551717474304,1.0,2,0,1155160066233950208,0,8,12,1.0,16,38,4,0,4,5.0,1
4309,1159476671873015808,0.0,0,0,1153293315439284224,0,160,74,0.0,61,12,0,0,2,5.0,1
4310,1159476684363587584,0.0,0,0,1151611818462384128,0,5,78,0.0,29,41,3,0,1,4.0,0
4311,1159487885772566528,1.0,1,1,1082208064923680768,0,31548,185,1.0,1529,3,1,0,1,4.0,1
4312,1159487974771503104,0.0,0,0,1147288870364557312,0,4208,300,0.0,2081,31,4,1,1,7.0,1
4313,1159487982686089216,0.0,0,0,1152684822046892032,0,0,12,0.0,7,29,19,3,2,5.0,1
4314,1159492667795025920,3.0,12,1,1132293898947244032,0,3776,741,3.0,3354,22,2,0,2,5.0,1
4315,1159502949103616000,14.0,141,0,1121370884701392896,0,11661,744,14.0,405,6,0,0,1,7.0,0
4316,1159503086999801856,0.0,1,0,1140150107821760512,0,141,39,0.0,73,14,8,8,2,7.0,1
4317,1159503092645289984,0.0,0,0,1153595497258635264,0,0,15,0.0,20,26,20,2,4,6.0,1
4318,1159510643952836608,0.0,0,0,1141833287276670976,0,989,230,0.0,304,12,1,0,1,4.0,1
4319,1159514392544849920,1.0,1,0,1159442143565484032,0,4,0,1.0,12,9,0,0,1,8.0,1
4320,1159518197168713728,0.0,0,1,1158416150923010048,0,7,18,0.0,26,9,1,0,1,5.0,1
4321,1159518857083703296,1.0,5,0,1084519641286889472,0,3244,601,1.0,3408,24,5,1,1,5.0,0
4322,1159529523899195392,0.0,0,0,1122461795095121920,0,44,22,0.0,15,11,1,0,1,5.0,1
4323,1159534683555880960,16.0,21,2,1108816431125274624,0,709,80,16.0,228,28,4,0,0,6.0,0
4324,1159539952427909120,1.0,4,0,1116772660799840256,0,18822,1151,1.0,505,12,1,0,0,6.0,0
4325,1159544596155785216,1.0,1,0,1155170848078274560,0,12,12,1.0,10,38,6,0,4,5.0,1
4326,1159548393863208960,0.0,4,0,1080905208174120960,0,3228,1528,0.0,510,7,0,0,1,3.0,0
4327,1159548394395881472,1.0,1,0,1155163982841425920,0,5,12,1.0,10,40,8,0,4,5.0,1
4328,1159552162147524608,0.0,0,0,1101931349533954048,0,10662,44,0.0,867,26,1,0,1,5.0,1
4329,1159552163263258624,0.0,0,1,1090213945955225600,0,151,42,0.0,198,6,1,0,0,6.0,0
4330,1159554697583366144,1.0,18,0,1100790393438945280,0,3479,118,1.0,360,8,0,0,1,5.0,1
4331,1159559719339593728,0.0,0,0,1151989104923553792,0,8671,783,0.0,439,5,1,0,1,3.0,0
4332,1159582730629373952,1.0,17,0,1133654302386511872,0,3020,132,1.0,94,10,0,0,1,4.0,0
4333,1159591919657336832,1.0,31,1,1137748719900774400,0,187,1521,1.0,509,13,1,0,1,5.0,0
4335,1159616275557081088,0.0,0,1,1091460239222820864,0,885,25,0.0,378,30,6,0,1,4.0,1
4336,1159620075495858176,0.0,0,0,1144536285438251008,0,2793,275,0.0,1130,5,1,0,1,4.0,1
4337,1159635108892160000,1.0,1,0,1157682753766379520,0,6,0,1.0,13,22,11,6,3,6.0,1
4338,1159635190366507008,0.0,0,0,1115283905316360192,0,320,35,0.0,9,9,1,0,2,5.0,0
4339,1159642641535033344,0.0,0,0,1129003115808792576,0,9,9,0.0,6,7,1,1,1,2.0,0
4340,1159642689685602304,0.0,0,0,1155557450763911168,0,0,10,0.0,9,31,2,0,1,7.0,1
4341,1159642771562684416,0.0,0,1,1133698044132773888,0,250,80,0.0,64,34,1,1,1,7.0,1
4342,1159646478496948224,0.0,0,1,1131977307550343168,0,5574,1837,0.0,285,2,1,0,1,4.0,1
4343,1159661592126115840,0.0,0,0,1093168225465044992,0,136,180,0.0,871,24,2,0,2,6.0,1
4344,1159669115461783552,0.0,0,0,1147670135089577984,0,5,31,0.0,4,11,1,0,1,6.0,1
4345,1159672955988840448,0.0,0,1,1151742578011910144,0,0,69,0.0,7,22,4,0,4,5.0,1
4346,1159672957423247360,0.0,0,3,1083876339147595776,0,2418,129,0.0,678,7,1,0,1,3.0,1
4347,1159676726538117120,0.0,0,0,1103692832890601472,0,12,20,0.0,63,19,3,0,0,7.0,1
4348,1159684257721278464,0.0,0,1,1078599954845913088,0,440,257,0.0,318,13,1,0,1,4.0,1
4349,1159691776690540544,0.0,0,0,1155947987257847808,0,0,12,0.0,2,28,5,0,3,4.0,1
4350,1159699351364624384,0.0,0,0,1130690653652946944,0,6488,241,0.0,512,6,1,0,1,5.0,0
4351,1159703117409280000,0.0,0,0,1154706527460237312,0,0,0,0.0,167,11,1,0,1,5.0,1
4352,1159722018348130304,0.0,0,0,1155557450763911168,0,0,10,0.0,9,22,1,0,1,7.0,1
4353,1159729585682096128,0.0,0,1,1154399007130734592,0,4068,353,0.0,317,20,2,1,1,6.0,0
4354,1159756015581184000,0.0,0,0,1131691344869642240,0,2197,162,0.0,121,18,1,0,1,5.0,1
4355,1159767311210962944,0.0,0,1,1138855483077550080,0,3805,308,0.0,1033,6,0,0,1,4.0,1
4356,1159782432134041600,0.0,0,1,1104527365907103744,0,161,1798,0.0,179,2,1,0,1,10.0,1
4357,1159786109326565376,1.0,1,0,1157059341108830208,0,8,18,1.0,12,18,7,3,3,5.0,1
4358,1159789986130079744,0.0,0,0,1137449543732211712,0,2042,1234,0.0,1028,8,2,0,1,7.0,0
4359,1159799271346069504,5.0,30,1,1156841035802271744,0,25,35,5.0,10,3,1,0,1,9.0,1
4360,1159801317877006336,0.0,0,0,1076132130651078656,0,17041,74,0.0,4187,15,0,0,1,6.0,0
4361,1159805066745917440,0.0,0,0,1145572161932935168,0,8,0,0.0,14,11,8,0,2,5.0,1
4362,1159827712409649152,0.0,0,1,1077224260903596032,0,1980,329,0.0,2877,7,1,0,1,3.0,1
4363,1159827721423245312,0.0,0,0,1159825414862360576,0,0,0,0.0,1,28,0,0,4,5.0,1
4364,1159831497110503424,0.0,3,0,1152963043221000192,0,46,549,0.0,110,6,1,0,2,5.0,1
4365,1159835274722938880,0.0,0,1,1124412559849852928,0,1297,140,0.0,139,4,1,0,0,4.0,0
4366,1159978691570667520,0.0,0,1,1151488118920552448,0,1620,69,0.0,136,7,1,0,1,3.0,1
4367,1159986228336443392,0.0,1,0,1078933900834029568,0,11870,456,0.0,3568,39,0,0,1,6.0,1
4368,1159989988039303168,0.0,0,1,1114818137877372928,0,7879,547,0.0,1445,3,1,0,1,8.0,1
4369,1159993777349640192,0.0,0,0,1119581254083596288,0,1000,124,0.0,313,14,0,0,1,5.0,1
4371,1159997562620993536,0.0,0,0,1154659189207293952,0,0,1,0.0,198,8,2,0,1,6.0,1
4372,1160008824364945408,0.0,0,0,1158479001079431168,0,0,0,0.0,8,27,2,0,2,6.0,1
4373,1160016335868452864,0.0,0,2,1150461527222362112,0,8172,264,0.0,102,5,0,0,2,5.0,1
4374,1160020217701044224,0.0,0,1,1099712565507174400,0,582,359,0.0,74,5,1,0,1,5.0,1
4375,1160054164631752704,0.0,0,0,1155947987257847808,0,0,12,0.0,2,28,5,0,3,5.0,1
4376,1160054231178649600,0.0,0,1,1149211257905569792,0,1778,169,0.0,120,5,1,0,1,4.0,1
4377,1160061735526703104,0.0,0,0,1116053058058883072,0,5698,1384,0.0,7250,3,3,3,1,8.0,1
4378,1160090944542314496,1.0,14,0,1124149077057388544,0,8615,1649,1.0,322,19,5,0,1,6.0,1
4380,1160103305483358208,0.0,1,0,1103558977860845568,0,23,14,0.0,26,14,3,0,2,6.0,1
4381,1160114607840727040,0.0,0,0,1091080735551832064,0,726,364,0.0,3756,24,2,0,2,5.0,1
4382,1160125930968403968,0.0,0,0,1091130203299024896,0,1765,241,0.0,1398,7,1,0,1,5.0,1
4383,1160125956364931072,0.0,0,0,1096288642635583488,0,699,51,0.0,149,4,1,0,1,5.0,1
4384,1160133479734157312,0.0,0,0,1136395383612026880,0,19580,259,0.0,7052,14,0,0,1,5.0,1
4385,1160136323937832960,1.0,2,0,1151109240913911808,0,27,5,1.0,59,11,6,4,2,5.0,1
4386,1160141045956587520,0.0,0,0,1150145445789933568,0,25,23,0.0,26,35,4,0,3,5.0,1
4387,1160141055871922176,0.0,0,0,1156830931023536128,0,1798,211,0.0,14,11,9,0,1,6.0,1
4388,1160144821845143552,0.0,0,1,1130518174816964608,0,124,53,0.0,18,6,1,0,1,4.0,1
4389,1160148580230991872,0.0,0,0,1086259121404428288,0,2365,84,0.0,1301,11,1,0,0,5.0,0
4390,1160152371718250496,0.0,0,0,1143784712982487040,0,157,0,0.0,302,24,8,1,2,6.0,1
4391,1160156145367027712,0.0,0,0,1151169234023735296,0,5870,458,0.0,1697,4,1,0,1,5.0,1
4392,1160156154166747136,0.0,1,0,1154301864902615040,0,7843,1473,0.0,142,9,9,9,1,5.0,1
4393,1160159897260105728,0.0,0,1,1107384658847846400,0,38,27,0.0,69,7,1,0,1,4.0,1
4394,1160159908341456896,0.0,0,1,1078405588680355840,0,1341,134,0.0,1418,20,1,0,2,5.0,1
4395,1160159914876133376,0.0,0,0,1138922147370455040,0,317,37,0.0,49,8,1,0,1,5.0,0
4396,1160159920743952384,0.0,0,0,1111716319030853632,0,1282,189,0.0,204,7,0,0,1,5.0,1
4397,1160178776011153408,1.0,1,0,1160067829594562560,0,2,0,1.0,4,9,0,0,1,9.0,1
4398,1160178799079763968,0.0,0,1,1146352838186033152,0,25,82,0.0,140,5,1,0,2,5.0,1
4399,1160197660495794176,0.0,0,0,1159331628692443136,0,0,12,0.0,1,24,8,1,2,5.0,1
4400,1160208989600268288,1.0,1,0,1160036462773096448,0,4,0,1.0,8,8,0,0,1,7.0,1
4401,1160220305245310976,0.0,1,0,1154948158742519808,0,11,12,0.0,15,39,27,19,4,4.0,1
4402,1160224103514685440,1.0,1,0,1155157271808290816,0,20,13,1.0,40,38,7,1,4,5.0,1
4403,1160239169375035392,1.0,1,0,1160081327259082752,0,5,0,1.0,10,7,0,0,1,10.0,1
4404,1160239192984772608,1.0,1,0,1155176207945797632,0,15,12,1.0,30,37,5,0,4,5.0,1
4405,1160242961038417920,0.0,0,0,1151157061230780416,0,490,130,0.0,541,4,0,0,1,5.0,0
4406,1160242969389293568,0.0,0,0,1130171052770959360,0,1764,87,0.0,212,5,0,0,1,5.0,1
4407,1160254286246416384,1.0,1,0,1160062746303578112,0,4,0,1.0,13,10,0,0,2,9.0,1
4408,1160261829442060288,1.0,1,0,1159937810645884928,0,2,0,1.0,14,8,0,0,1,8.0,1
4409,1160261839470649344,0.0,1,0,1143522933018636288,0,731,166,0.0,294,6,1,0,1,4.0,1
4410,1160265617762586624,0.0,0,0,1156088445758038016,0,47,364,0.0,207,9,2,0,1,5.0,1
4411,1160276937585188864,0.0,1,0,1151964576117874688,0,122,549,0.0,10081,12,3,1,2,5.0,1
4412,1160276954454663168,0.0,0,1,1087274611153211392,0,3608,123,0.0,90,1,1,0,1,7.0,1
4413,1160288268635824128,0.0,3,0,1137716712529436672,0,8397,951,0.0,453,8,1,1,1,5.0,1
4414,1160292045229047808,0.0,0,0,1139460149016453120,0,46,11,0.0,79,14,2,0,0,4.0,0
4415,1160295813626679296,0.0,3,0,1126339821524389888,0,1083,1466,0.0,67,9,1,0,0,4.0,1
4416,1160295824443793408,0.0,0,0,1153417261379739648,0,2,0,0.0,80,17,9,0,3,5.0,1
4417,1160303900999737344,0.0,14,0,1111027707511562240,0,2120,372,0.0,284,7,0,0,1,7.0,1
4418,1160306563799797760,8.0,146,0,1132078409692209152,0,1676,1027,8.0,213,7,1,0,1,6.0,0
4419,1160341073316782080,0.0,4,0,1144957997170470912,0,31102,1739,0.0,1159,2,1,1,1,6.0,0
4420,1160344822273708032,0.0,0,1,1082429883316350976,0,1688,69,0.0,795,10,1,0,1,4.0,1
4421,1160344902598823936,0.0,0,0,1152214419239292928,0,1143,81,0.0,80,6,1,0,2,5.0,1
