,Id,Retweets#,Favorites#,Mentions#,SenderId,SenderAccountYears,SenderFavorites#,SenderFollowings#,SenderFollowers#,SenderStatues#,Words#,TWords#,UWords#,SlangWords#,AvgWordLength,IsCyberbullying_encode
4422,1160352356372033536,0.0,2,4,1095186208840388608,0,35682,1726,0.0,12009,4,1,0,1,6.0,1
4423,1160352409333448704,0.0,0,0,1155162546762113024,0,413,72,0.0,21,3,1,0,1,3.0,0
4424,1160359936850898944,0.0,0,0,1140425837960978432,0,780,64,0.0,223,6,1,0,2,7.0,1
4425,1160367473071443968,0.0,0,0,1146463929696210944,0,387,27,0.0,258,9,1,0,1,5.0,1
4426,1160390135676112896,0.0,0,1,1086965936987521024,0,763,362,0.0,346,2,1,0,1,6.0,1
4427,1160401424750174208,1.0,1,0,1152231385807097856,0,7,4,1.0,35,30,13,2,4,5.0,1
4428,1160412484739784704,1.0,12,0,1119601729996238848,0,220,933,1.0,38,13,4,0,1,5.0,1
4429,1160427941165223936,0.0,0,0,1153573268949016576,0,0,0,0.0,314,33,6,0,3,7.0,1
4430,1160435496079806464,0.0,0,1,1137303881371836416,0,917,81,0.0,472,35,1,0,3,5.0,1
4431,1160480775407570944,0.0,0,1,1141340389951123456,0,30,123,0.0,147,2,1,0,1,8.0,1
4432,1160488348378697728,0.0,0,2,1125095414800293888,0,4261,143,0.0,1039,4,1,0,1,6.0,1
4433,1160522305279279104,0.0,0,1,1154461816614993920,0,1045,86,0.0,206,7,1,0,1,5.0,1
4434,1160522305350635520,0.0,0,0,1160115222683770880,0,1,21,0.0,16,31,3,0,3,5.0,1
4435,1160526073110630400,0.0,0,2,1137721423500369920,0,371,24,0.0,335,6,1,0,1,4.0,1
4436,1160533628650229760,0.0,0,0,1124979325214908416,0,0,1,0.0,1,5,1,0,1,6.0,1
4437,1160537388919209984,0.0,0,0,1160259177572425728,0,0,12,0.0,4,25,0,0,2,5.0,1
4438,1160540721419567104,1.0,2,0,1159101229001261056,0,15,2,1.0,23,10,6,0,2,7.0,1
4439,1160560682171064320,12.0,12,0,1158873910680653824,0,16,2,12.0,1,10,6,0,2,7.0,1
4440,1160563834853175296,0.0,0,0,1137444127048642560,0,109,34,0.0,58,17,1,0,1,6.0,1
4441,1160567583730491392,0.0,0,0,1100095758156599296,0,775,228,0.0,2521,17,2,0,2,6.0,1
4442,1160575153534885888,0.0,0,0,1114445431692517376,0,2319,189,0.0,129,21,1,0,1,6.0,1
4443,1160590237468385280,0.0,0,1,1120934069875953664,0,3975,571,0.0,161,6,1,1,0,4.0,0
4444,1160590268950896640,0.0,0,0,1145051971654758400,0,25,8,0.0,78,7,0,0,1,7.0,1
4445,1160593415165358080,15.0,18,0,1158873910680653824,0,16,2,15.0,1,10,6,0,2,7.0,1
4446,1160597795390328832,0.0,0,0,1158785281321050112,0,0,12,0.0,1,28,7,0,2,6.0,1
4447,1160597799991422976,0.0,0,0,1157418839971438592,0,28,32,0.0,25,5,1,0,1,7.0,1
4449,1160601439594582016,2.0,2,0,1159294874539188224,0,0,12,2.0,1,31,13,0,2,6.0,1
4450,1160601448067063808,2.0,2,0,1158739046685765632,0,0,12,2.0,1,30,6,0,4,5.0,1
4451,1160601572252033024,1.0,1,0,1158803369143783424,0,0,12,1.0,2,21,3,0,2,5.0,1
4453,1160609138566737920,1.0,1,0,1159255737031417856,0,0,12,1.0,1,23,11,7,2,6.0,1
4454,1160620438063636480,0.0,1,0,1160202092910456832,0,0,12,0.0,1,16,7,1,3,7.0,1
4455,1160635567928958976,0.0,1,0,1141831751293198336,0,8708,88,0.0,2403,6,0,0,2,7.0,0
4457,1160643114853371904,0.0,0,1,1114111008585523200,0,3708,159,0.0,389,8,1,0,1,6.0,1
4458,1160643116883501056,0.0,0,1,1142791521177092096,0,9,39,0.0,38,8,1,0,1,5.0,1
4459,1160643118884163584,0.0,0,1,1110822867648897024,0,20259,1827,0.0,3332,15,2,0,1,6.0,1
4460,1160646874166173696,0.0,0,0,1145569073419493376,0,9,0,0.0,17,22,3,0,3,5.0,1
4461,1160658199789428736,0.0,0,1,1144630308953841664,0,2,7,0.0,17,37,1,0,2,5.0,0
4462,1160658205871153152,0.0,0,0,1117188687224352768,0,547,477,0.0,706,29,1,0,3,5.0,1
4463,1160674916578054144,0.0,14,0,1127704756883984384,0,947,313,0.0,259,17,4,0,1,5.0,0
4464,1160703517004353536,0.0,0,0,1111976667575209984,0,201,389,0.0,394,7,1,0,0,5.0,1
4465,1160709014331826176,1.0,17,0,1106296326784995328,0,28259,242,1.0,7983,28,3,0,1,5.0,1
4466,1160714795643023360,0.0,0,0,1160679331783479296,0,3,0,0.0,5,4,0,0,1,10.0,1
4467,1160718595200081920,0.0,0,1,1116072453976023040,0,1453,644,0.0,999,6,2,0,1,5.0,1
4468,1160726023551561728,0.0,1,0,1076588654712315904,0,1217,111,0.0,102,3,1,1,1,3.0,1
4469,1160733549844193280,0.0,0,1,1160186390333837312,0,213,158,0.0,42,12,2,0,2,5.0,1
4470,1160737349015416832,0.0,0,1,1143267578896404480,0,280,178,0.0,63,4,1,0,1,4.0,1
4471,1160740321594093568,1.0,1,0,1159188172066172928,0,0,12,1.0,1,20,6,5,2,5.0,1
4472,1160741003864739840,0.0,0,0,1158826652031422464,0,0,12,0.0,1,29,9,7,3,5.0,1
4473,1160741042733355008,0.0,0,2,1127705017648074752,0,10008,1103,0.0,5271,10,1,0,1,5.0,1
4474,1160741122064474112,0.0,0,0,1159086987099410432,0,0,12,0.0,1,27,6,4,3,5.0,1
4475,1160741143220490240,0.0,0,0,1158827338165100544,0,0,12,0.0,1,22,7,7,2,5.0,1
4476,1160741193313148928,0.0,0,0,1159087231279259648,0,0,12,0.0,1,24,12,4,2,6.0,1
4477,1160741198841167872,0.0,0,0,1160708897667264512,0,0,0,0.0,4,12,4,2,2,6.0,1
4478,1160744874393690112,0.0,0,0,1159120080707489792,0,0,12,0.0,1,26,13,4,2,6.0,1
4479,1160744933734719488,0.0,0,0,1159227247519326208,0,0,12,0.0,1,24,8,7,2,5.0,1
4480,1160744951979921408,0.0,0,0,1158860384234856448,0,0,12,0.0,1,30,9,8,3,6.0,1
4481,1160748628098592768,0.0,0,0,1159154867451105280,0,0,12,0.0,1,20,5,4,2,6.0,1
4482,1160748702333644800,0.0,0,0,1159155436928589824,0,0,12,0.0,1,19,6,4,2,6.0,1
4483,1160748711976296448,0.0,0,0,1159034598157881344,0,0,12,0.0,1,28,9,8,2,6.0,1
4484,1160748747007188992,0.0,0,0,1159034822435725312,0,0,12,0.0,1,24,9,7,2,6.0,1
4485,1160748806679302144,0.0,0,0,1159156160995500032,0,0,12,0.0,1,22,4,4,2,6.0,1
4486,1160775180907626496,0.0,0,0,1135110642745118720,0,6,9,0.0,130,11,1,0,1,6.0,1
4487,1160778940455124992,0.0,0,0,1155713093382606848,0,0,12,0.0,6,35,5,0,3,5.0,1
4488,1160794085281714176,0.0,0,1,1127516307702915072,0,2122,118,0.0,457,15,1,0,0,5.0,1
4489,1160805415095078912,0.0,0,1,1157782192216510464,0,577,329,0.0,109,5,1,0,1,6.0,1
4490,1160820491860566016,0.0,0,0,1160819033933012992,0,0,0,0.0,5,16,16,16,1,5.0,1
4491,1160828042811445248,0.0,0,0,1133794373060239360,0,15,32,0.0,150,13,2,0,1,6.0,0
4492,1160835579761831936,1.0,1,0,1155188016123695104,0,7,12,1.0,14,38,5,0,4,5.0,1
4493,1160835589463257088,0.0,0,0,1136395383612026880,0,19580,259,0.0,7052,2,0,0,0,6.0,1
4494,1160839392514252800,0.0,0,0,1142464031191654400,0,286,44,0.0,400,42,2,0,0,5.0,1
4495,1160850721169915904,0.0,2,0,1145795511640829952,0,2213,127,0.0,103,10,1,0,1,5.0,1
4496,1160854476166746112,0.0,0,1,1090443452574285824,0,52589,923,0.0,10012,5,0,0,1,6.0,1
4497,1160854496785948672,1.0,1,0,1160728331127537664,0,2,0,1.0,4,15,0,0,1,8.0,1
4498,1160855580413779968,1.0,17,0,1078037711376863232,0,9613,304,1.0,380,5,1,0,1,6.0,0
4499,1160858271542075392,0.0,0,1,1107196147205054464,0,1538,125,0.0,327,13,2,0,1,4.0,1
4501,1160869571550687232,0.0,0,0,1130221286809100288,0,3790,249,0.0,1036,5,2,0,1,6.0,1
4502,1160869586209837056,1.0,1,0,1160492276549849088,0,4,0,1.0,7,12,1,0,1,7.0,1
4503,1160873371523006464,0.0,0,0,1160797255533826048,0,2,0,0.0,9,6,0,0,1,6.0,1
4504,1160877146019155968,0.0,0,0,1158458425728282624,0,149,122,0.0,78,11,2,0,1,4.0,1
4505,1160880902844686336,1.0,0,0,1160267582999584768,0,0,12,1.0,1,18,0,0,1,5.0,1
4506,1160880916845223936,1.0,1,0,1160772842860032000,0,4,0,1.0,8,10,0,0,1,9.0,1
4507,1160880919361855488,0.0,0,0,1160509781951569920,0,1,0,0.0,3,5,0,0,0,9.0,0
4508,1160884229313650688,1.0,15,0,1140273739482800128,0,4230,98,1.0,304,10,0,0,2,6.0,0
4509,1160888348896112640,3.0,3,0,1160280476319399936,0,0,12,3.0,1,21,0,0,1,6.0,1
4510,1160888435525246976,1.0,1,0,1160754780362420224,0,5,0,1.0,8,14,0,0,1,7.0,1
4511,1160891464345444352,2.0,2,0,1158999478927613952,0,0,12,2.0,2,25,6,1,2,5.0,1
4512,1160891472054575104,2.0,2,0,1159282040371634176,0,0,12,2.0,2,26,8,0,2,6.0,1
4513,1160891490094239744,2.0,2,0,1159062380871147520,0,0,12,2.0,2,27,9,0,2,5.0,1
4514,1160892215721365504,1.0,1,0,1159065613521903616,0,0,12,1.0,2,24,9,0,2,5.0,1
4515,1160899512010981376,2.0,2,0,1159252246246428672,0,0,12,2.0,2,24,10,2,2,6.0,1
4516,1160899785634844672,0.0,0,0,1153508614054776832,0,0,0,0.0,394,17,3,0,1,6.0,1
4517,1160899790881873920,0.0,0,1,1136040512161554432,0,412,52,0.0,110,25,0,0,1,5.0,1
4518,1160911123941642240,0.0,0,1,1097241983171612672,0,2051,365,0.0,487,7,1,0,0,7.0,1
4519,1160914805080936448,2.0,2,0,1160269623041953792,0,0,0,2.0,1,16,0,0,1,6.0,1
4520,1160918649684844544,0.0,0,0,1160645684611207168,0,30,126,0.0,5,26,1,0,2,6.0,1
4521,1160929965489184768,1.0,1,0,1160523971558854656,0,2,0,1.0,13,12,0,0,1,8.0,1
4522,1160929997688905728,0.0,0,0,1160524023727632384,0,2,0,0.0,13,4,0,0,1,8.0,0
4523,1160933743571476480,0.0,0,0,1112762572187594752,0,823,87,0.0,392,6,2,0,1,6.0,1
4524,1160933763217575936,0.0,2,0,1078363792717819904,0,4022,369,0.0,826,5,1,0,2,5.0,1
4525,1160933770104594432,1.0,1,0,1160863795583098880,0,2,0,1.0,9,15,1,0,1,7.0,1
4526,1160941294539157504,0.0,0,0,1108810809382191104,0,6367,187,0.0,377,6,1,0,1,6.0,1
4527,1160941296774787072,0.0,0,0,1160547016050692096,0,3,0,0.0,14,4,0,0,1,6.0,1
4528,1160941319419781120,1.0,1,0,1155022233909301248,0,23,12,1.0,41,33,13,2,4,5.0,1
4529,1160956408818540544,0.0,0,1,1157724130067791872,0,47,158,0.0,51,10,1,0,2,5.0,1
4530,1160956419333640192,0.0,0,1,1155928835004784640,0,737,33,0.0,516,3,1,0,1,5.0,0
4531,1160967737683980288,0.0,0,1,1136749050739511296,0,1711,38,0.0,128,6,0,0,1,6.0,1
4532,1160997946189590528,0.0,0,0,1085227658571644928,0,6288,1697,0.0,1168,7,1,0,0,5.0,1
4533,1161013046527049728,0.0,0,1,1108441158840213504,0,183,49,0.0,35,9,0,0,1,3.0,1
4534,1161065860846555136,0.0,0,0,1152730801936707584,0,0,0,0.0,38,39,26,1,6,5.0,1
4535,1161069591050752000,0.0,0,0,1077963477875126272,0,448,24,0.0,106,5,1,0,0,8.0,1
4536,1161069657736040448,0.0,0,0,1083862472887599104,0,1551,109,0.0,1296,15,1,0,1,6.0,0
4537,1161073372610158592,0.0,1,1,1141119213295276032,0,17937,1817,0.0,286,5,1,0,2,3.0,1
4538,1161073377244844032,0.0,0,0,1145037076318117888,0,22203,253,0.0,5039,4,0,0,1,6.0,1
4539,1161073425261256704,0.0,0,0,1152948305070084096,0,2829,826,0.0,574,3,1,0,1,8.0,1
4540,1161077178517217280,0.0,0,1,1129340866047500288,0,502,254,0.0,716,35,0,0,1,5.0,1
4541,1161083411408334848,1.0,1,0,1159489354697510912,0,113,76,1.0,13,7,1,0,1,6.0,1
4542,1161083535211597824,1.0,1,0,1159489354697510912,0,113,76,1.0,13,10,1,0,1,6.0,1
4543,1161083811746263040,1.0,1,0,1159489354697510912,0,113,76,1.0,13,8,1,0,1,6.0,1
4544,1161122470939832320,0.0,0,0,1148563359798890496,0,671,130,0.0,673,7,3,0,2,8.0,1
4545,1161129885177397248,0.0,0,1,1114867317266100224,0,23652,996,0.0,1428,18,1,0,1,6.0,1
4546,1161137555770920960,0.0,0,0,1154047718253137920,0,0,0,0.0,249,11,2,0,1,7.0,0
4547,1161141324579528704,1.0,1,0,1135094927996661760,0,1724,495,1.0,10,13,12,0,1,6.0,1
4548,1161156429669195776,0.0,2,0,1125754557051613184,0,77657,1100,0.0,2433,15,3,0,0,6.0,0
4549,1161171569596608512,0.0,0,1,1076131848487686144,0,2519,90,0.0,252,10,2,0,2,6.0,1
4550,1161175327239888896,0.0,0,0,1144393415850889216,0,883,59,0.0,72,6,1,0,0,3.0,1
4551,1161190435584454656,0.0,1,0,1128241238250016768,0,22777,1392,0.0,1674,15,2,0,3,6.0,1
4552,1161190441662013440,0.0,0,0,1154838918765928448,0,23,80,0.0,18,5,2,0,2,5.0,1
4553,1161209322396893184,0.0,0,0,1091055471530786816,0,91,58,0.0,705,7,1,0,1,7.0,1
4554,1161213093428510720,0.0,0,1,1084606859644948480,0,568,151,0.0,172,6,1,0,2,5.0,1
4555,1161224435740946432,0.0,0,1,1131937713823854592,0,538,32,0.0,920,9,0,0,2,4.0,1
4556,1161224439775858688,0.0,0,0,1143273266141958144,0,232,68,0.0,74,11,3,0,0,6.0,0
4557,1161231781737181184,3.0,3,0,1160267186126151680,0,0,12,3.0,2,13,0,0,2,6.0,1
4558,1161235762471493632,0.0,0,0,1081651646072004608,0,2245,259,0.0,786,15,1,0,1,6.0,1
4559,1161239540218179584,0.0,0,3,1109757647337738240,0,38725,743,0.0,9249,10,1,0,1,4.0,1
4560,1161247080230326272,0.0,0,0,1159295537708961792,0,1,36,0.0,2,35,7,0,5,6.0,1
4561,1161250868353802240,0.0,0,0,1085880441897390080,0,28,132,0.0,40,37,4,0,0,6.0,1
4562,1161254593591947264,1.0,1,0,1161234521523666944,0,3,0,1.0,5,9,1,0,0,7.0,0
4563,1161254613502386176,0.0,0,0,1159127332541599744,0,0,12,0.0,1,22,10,8,2,6.0,1
4564,1161258393761406976,0.0,0,0,1141831751293198336,0,8708,88,0.0,2403,11,0,0,1,5.0,1
4565,1161258395841761280,1.0,1,0,1157017974953435136,0,8,41,1.0,16,18,6,3,3,5.0,1
4566,1161258408906874880,0.0,0,0,1159144643159830528,0,0,12,0.0,1,26,8,7,2,6.0,1
4567,1161258418331705344,0.0,0,0,1159316918664421376,0,0,12,0.0,1,19,9,5,2,6.0,1
4568,1161262157788590080,0.0,0,1,1118258165580214272,0,978,115,0.0,114,2,1,0,1,5.0,1
4569,1161262177149435904,0.0,0,0,1095799285629759488,0,33183,642,0.0,11415,15,3,0,1,6.0,1
4570,1161265937552723968,0.0,0,0,1158746169532657664,0,0,12,0.0,2,20,7,4,2,5.0,1
4571,1161265946151006208,0.0,0,0,1158794640243462144,0,0,12,0.0,3,26,10,3,2,5.0,1
4572,1161277267093479424,0.0,0,0,1153499054938251264,0,6,1,0.0,1,24,7,0,4,5.0,1
4574,1161281057406291968,0.0,0,1,1152594448632700928,0,518,12,0.0,789,9,3,0,3,4.0,1
4575,1161281064318509056,1.0,1,0,1155151317666586624,0,20,12,1.0,43,42,5,1,4,5.0,1
4576,1161296135140663296,0.0,0,1,1113476986259804160,0,4158,487,0.0,2095,5,3,1,1,8.0,1
4577,1161299924472029184,0.0,0,0,1150469683918909440,0,1365,259,0.0,729,10,1,0,1,4.0,1
4578,1161307477436243968,0.0,0,1,1093191162549145600,0,3917,341,0.0,573,6,1,0,1,4.0,1
4579,1161307492426665984,0.0,0,0,1080208816107589632,0,826,84,0.0,111,15,1,0,2,5.0,1
4580,1161311241253597184,0.0,0,1,1160816361045725184,0,0,52,0.0,4,5,2,0,1,4.0,1
4581,1161315016131403776,0.0,0,1,1110265155521335296,0,14043,248,0.0,516,3,1,0,1,5.0,1
4582,1161322557305499648,0.0,0,1,1138569367162118144,0,1062,179,0.0,1647,4,1,0,1,3.0,1
4583,1161322557376802816,0.0,0,1,1091364426094125056,0,1528,100,0.0,476,2,2,2,1,5.0,1
4584,1161329735865184256,6.0,4,1,1105922614558683136,0,40316,187,6.0,49001,44,5,0,1,4.0,0
4585,1161330133170610176,0.0,0,2,1155884320231436288,0,397,368,0.0,95,2,1,0,1,5.0,1
4586,1161330139042668544,0.0,0,1,1138569367162118144,0,1062,179,0.0,1647,1,1,0,1,6.0,1
4587,1161337679776276480,0.0,0,1,1161336276114661376,0,9,10,0.0,2,4,0,0,1,9.0,1
4588,1161349003222630400,0.0,1,0,1106176607532797952,0,4719,238,0.0,1028,7,0,0,1,4.0,0
4590,1161371661909803008,0.0,0,0,1157017353881866240,0,31,38,0.0,12,9,3,0,1,5.0,1
4591,1161433641056182272,2.0,2,0,1152967542329303040,0,27,12,2.0,71,22,9,8,2,5.0,1
4592,1161433674056962048,2.0,3,0,1152967542329303040,0,27,12,2.0,71,28,3,0,2,5.0,1
4593,1161439445549293568,2.0,2,0,1132282190610542592,0,5,1,2.0,17,25,7,3,0,5.0,1
4594,1161439597341138944,0.0,0,2,1160186390333837312,0,213,158,0.0,42,3,1,0,1,5.0,1
4595,1161443327121723392,0.0,0,1,1158854800680869888,0,6,131,0.0,3,4,1,0,1,5.0,1
4596,1161462138235432960,0.0,0,1,1082400678746689536,0,31663,683,0.0,457,27,2,0,1,5.0,1
4597,1161503716207398912,0.0,0,0,1155713093382606848,0,0,12,0.0,6,35,5,0,3,5.0,1
4598,1161515084671279104,0.0,0,1,1133396249321836544,0,256,233,0.0,334,11,2,0,1,4.0,1
4599,1161518839051554816,0.0,0,0,1117405486138236928,0,137,104,0.0,282,15,0,0,1,6.0,1
4600,1161518875273547776,0.0,0,0,1090601203287891968,0,20352,375,0.0,8905,6,0,0,1,5.0,1
4601,1161526423510761472,0.0,1,0,1136378699744456704,0,926,163,0.0,894,14,1,0,0,5.0,1
4602,1161538403135045632,3.0,102,0,1142086716033052672,0,22304,1559,3.0,523,33,2,0,0,6.0,0
4603,1161541517535784960,0.0,0,1,1151977448151670784,0,10,9,0.0,44,2,1,0,1,4.0,1
4604,1161545309320818688,0.0,0,2,1152871390846095360,0,668,284,0.0,200,3,1,0,1,5.0,1
4605,1161760978717040640,18.0,332,0,1141985123832930304,0,641,1153,18.0,350,27,3,0,2,6.0,1
4606,1161911461951787008,0.0,0,1,1155081307388555264,0,27,39,0.0,12,12,3,1,2,5.0,1
4607,1161918999522926592,0.0,0,1,1124438434288939008,0,306,47,0.0,151,7,1,0,2,4.0,1
4608,1161919001997533184,0.0,0,0,1152854887501316096,0,621,12,0.0,33,7,1,0,1,6.0,1
4609,1161919011145363456,0.0,0,1,1150805544694890496,0,828,170,0.0,356,12,1,0,1,5.0,1
4610,1161921189784276992,4.0,4,0,1143784712982487040,0,157,0,4.0,302,24,8,1,2,6.0,1
4611,1161930021931499520,1.0,1,0,1152572339172851712,0,123,37,1.0,693,19,13,1,2,5.0,1
4612,1161949223065014272,0.0,0,1,1148205820401868800,0,3466,66,0.0,875,8,1,0,0,4.0,1
4613,1161956745994018816,0.0,0,1,1142029606117158912,0,497,755,0.0,142,42,1,0,1,5.0,1
4614,1161960532435460096,0.0,0,0,1148128968274526208,0,556,351,0.0,61,9,2,1,1,6.0,1
4615,1161960538127163392,0.0,0,1,1145480803062898688,0,1899,52,0.0,795,2,2,0,1,4.0,1
4616,1161960542652817408,0.0,0,1,1129273853509799936,0,319,192,0.0,365,4,1,0,0,3.0,1
4617,1161964305664880640,0.0,1,1,1113057698319228928,0,29717,300,0.0,4178,5,1,0,1,5.0,1
4618,1161964319640313856,0.0,1,0,1129374411331637248,0,335,6,0.0,40,19,1,0,0,7.0,1
4623,1161994439193178112,1.0,1,0,1128534574596751360,0,2,17,1.0,10,35,25,0,2,4.0,1
4625,1162002060054814720,0.0,0,0,1151987888277602304,0,186,94,0.0,119,21,1,0,2,5.0,1
4626,1162013379776716800,1.0,1,0,1155032648097718272,0,23,12,1.0,42,34,13,2,4,5.0,1
4627,1162013390979702784,0.0,0,0,1159101229001261056,0,15,2,0.0,23,12,5,0,2,5.0,1
4628,1162020922376806400,0.0,0,0,1148318155447644160,0,277,71,0.0,169,4,1,0,1,4.0,1
4629,1162020931583336448,0.0,1,0,1153668324162711552,0,236,1,0.0,601,29,5,0,1,5.0,1
4630,1162024249684635648,9.0,338,0,1098716768821039104,0,15846,410,9.0,2655,7,1,0,2,5.0,1
4631,1162043585887387648,0.0,0,1,1158674405100310528,0,833,321,0.0,46,6,1,0,1,7.0,1
4632,1162058684937252864,0.0,0,1,1113606980122361856,0,12521,1711,0.0,5509,11,1,0,1,5.0,1
4633,1162066239017168896,0.0,0,1,1153602762678132736,0,248,87,0.0,475,3,1,0,1,2.0,1
4634,1162070021088190464,0.0,0,1,1102207939237068800,0,5667,713,0.0,4603,8,2,0,1,5.0,1
4635,1162077426798792704,3.0,3,0,1154281361450123264,0,0,0,3.0,353,5,2,1,0,8.0,0
4636,1162092670065491968,0.0,0,1,1161420767768272896,0,13,128,0.0,5,6,1,0,0,5.0,0
4637,1162160445924499456,1.0,1,1,1138589404358938624,0,8092,1193,1.0,881,13,1,0,2,4.0,1
4638,1162160547657322496,0.0,0,0,1117790184374964224,0,145,69,0.0,29,36,3,0,1,6.0,0
4639,1162164548088074240,3.0,126,0,1098716768821039104,0,15846,410,3.0,2655,12,1,0,1,6.0,1
4640,1162171806113046528,0.0,0,0,1091774423978426368,0,19186,577,0.0,880,10,1,0,2,8.0,1
4641,1162194417043853312,0.0,0,0,1110666849220464640,0,2295,620,0.0,368,12,1,0,1,5.0,1
4642,1162194419262656512,0.0,0,2,1080777421379551232,0,3745,545,0.0,1324,3,1,0,0,6.0,1
4643,1162198181620248576,0.0,0,0,1162179313191608320,0,2,6,0.0,3,30,3,2,1,5.0,0
4644,1162228514092748800,0.0,0,1,1149002528115306496,0,0,0,0.0,17,5,1,0,0,6.0,0
4645,1162239881495511040,0.0,0,0,1139104010374397952,0,33,71,0.0,139,9,1,0,1,8.0,1
4646,1162251185392218112,0.0,0,1,1086668258810437632,0,24,46,0.0,152,9,2,0,1,5.0,1
4647,1162251187774615552,0.0,0,1,1161110660601786368,0,7,1,0.0,42,4,4,3,0,3.0,1
4648,1162254958827208704,0.0,0,0,1112654325568991232,0,3180,263,0.0,305,7,1,0,2,4.0,1
4649,1162258744622739456,0.0,0,2,1109305463114469376,0,48,137,0.0,362,5,1,1,1,4.0,1
4650,1162271381079281664,2.0,54,0,1113846273608749056,0,67152,929,2.0,937,38,5,0,0,6.0,0
4651,1162277620467113984,0.0,0,1,1159926850073911296,0,236,68,0.0,116,23,0,0,1,5.0,1
4652,1162277628448923648,0.0,0,0,1097492115381207040,0,186,25,0.0,86,5,1,0,1,5.0,1
4653,1162277842400337920,1.0,26,0,1154301864902615040,0,7843,1473,1.0,142,7,2,0,1,6.0,1
4654,1162281405310595072,0.0,0,1,1131937713823854592,0,538,32,0.0,920,11,1,0,1,5.0,1
4655,1162292734654406656,0.0,0,1,1087804629990207488,0,1050,117,0.0,186,4,0,0,1,5.0,1
4656,1162296495242186752,0.0,0,0,1103405867427348480,0,1565,282,0.0,314,5,1,0,1,5.0,1
4657,1162300267745992704,0.0,0,0,1083452011012608000,0,4276,1381,0.0,1395,37,5,0,0,6.0,0
4658,1162309945154592768,5.0,13,0,1155126967039143936,0,40,12,5.0,17,21,7,0,2,6.0,1
4659,1162326694105165824,0.0,0,0,1161452931545280512,0,0,12,0.0,1,21,7,6,2,6.0,1
4660,1162332985800216576,1.0,8,0,1130762124626673664,0,768,72,1.0,212,7,1,0,1,7.0,1
4661,1162334237716099072,0.0,0,1,1132722174224162816,0,262,40,0.0,77,6,1,0,0,4.0,1
4662,1162334246624813056,0.0,0,0,1158823093806260224,0,0,12,0.0,2,21,10,5,2,6.0,1
4663,1162345560285896704,0.0,0,7,1121887254140551168,0,59,133,0.0,140,6,1,0,1,3.0,1
4664,1162360681091522560,1.0,1,0,1155034172156719104,0,26,12,1.0,48,33,13,2,4,5.0,1
4665,1162364436927197184,0.0,0,1,1157971177509478400,0,596,12,0.0,549,1,1,0,1,9.0,1
4666,1162368187683545088,1.0,1,0,1155027590274588672,0,27,12,1.0,50,34,17,2,4,5.0,1
4667,1162375780325896192,0.0,0,1,1140001105197391872,0,2254,138,0.0,189,2,1,0,1,5.0,1
4668,1162390879895773184,0.0,0,0,1091265320780791808,0,42760,451,0.0,166,36,0,0,1,6.0,1
4669,1162394359561674752,4.0,4,0,1148415684889710592,0,2359,8,4.0,743,24,2,0,2,5.0,1
4670,1162394639434944512,0.0,1,1,1160817773070757888,0,764,105,0.0,210,8,1,0,3,4.0,1
4671,1162398407761235968,0.0,0,1,1157247789354639360,0,177,122,0.0,194,9,1,1,0,5.0,1
4672,1162405980690419712,0.0,0,0,1153498004999086080,0,26,1,0.0,32,16,3,0,2,8.0,1
4673,1162409729093709824,2.0,14,0,1130762124626673664,0,768,72,2.0,212,6,1,0,1,5.0,1
4674,1162409739466285056,0.0,0,0,1134861299232456704,0,1837,23,0.0,189,33,3,0,1,6.0,1
4675,1162421203988078592,2.0,26,0,1126977547869347840,0,206,23,2.0,196,6,1,0,1,5.0,1
4676,1162428618582167552,0.0,0,2,1151060267012382720,0,399,331,0.0,342,19,4,1,1,5.0,1
4677,1162431047956611072,2.0,0,0,1153506926778621952,0,0,0,2.0,471,32,6,0,1,6.0,1
4678,1162439944406818816,0.0,0,0,1126245831659667456,0,2111,114,0.0,365,12,2,1,1,6.0,1
4679,1162439951755173888,0.0,0,0,1089145384591605760,0,3256,244,0.0,1233,6,0,0,1,5.0,1
4681,1162462591584788480,0.0,0,1,1134004463570751488,0,7754,986,0.0,1167,6,1,0,2,5.0,1
4682,1162519157407137792,0.0,0,0,1092724867424796672,0,870,76,0.0,521,29,1,0,3,6.0,1
4683,1162530450964959232,0.0,0,1,1079094205937565696,0,3503,82,0.0,635,3,3,3,1,6.0,1
4684,1162549403686752256,0.0,0,1,1161321846307995648,0,51,385,0.0,134,1,1,0,1,10.0,1
4685,1162606028296531968,0.0,0,0,1155368452321873920,0,100,182,0.0,71,4,0,0,1,7.0,1
4686,1162613607223496704,0.0,0,1,1138885414738190336,0,4074,1619,0.0,1331,5,1,0,1,5.0,1
4687,1162621123047112704,0.0,1,0,1160388752088469504,0,3,0,0.0,1,9,5,0,2,7.0,1
4688,1162628434692124672,1.0,2,0,1161583126948327424,0,148,24,1.0,12,19,1,0,1,5.0,1
4689,1162640012216848384,0.0,0,0,1080932665975623680,0,86,58,0.0,29,2,0,0,1,9.0,1
4691,1162658867144269824,1.0,1,0,1155176207945797632,0,15,12,1.0,30,33,5,0,4,5.0,1
4692,1162685311438282752,0.0,0,1,1124785686350127104,0,334,12,0.0,18,5,3,0,1,6.0,1
4693,1162689089373708288,0.0,0,1,1141363427841052672,0,5129,220,0.0,1459,30,2,0,1,6.0,1
